15, 1286, 357, 1518, 540, 0.5840
15, 1178, 104, 1225, 163, 0.3555
15, 901, 97, 940, 141, 0.3033
16, 558, 93, 660, 170, 0.6689
16, 936, 80, 1009, 144, 0.6162
16, 1286, 357, 1518, 540, 0.6046
16, 1178, 105, 1225, 163, 0.3555
16, 900, 96, 940, 141, 0.2984
17, 557, 93, 660, 170, 0.6547
17, 1286, 357, 1518, 541, 0.6266
17, 936, 79, 1009, 144, 0.6263
17, 1178, 105, 1225, 163, 0.3495
17, 901, 96, 941, 141, 0.3181
18, 1286, 356, 1518, 540, 0.6564
18, 557, 95, 660, 170, 0.6545
18, 937, 79, 1009, 143, 0.6375
18, 1178, 104, 1225, 163, 0.3761
18, 900, 96, 941, 141, 0.3312
19, 558, 94, 660, 170, 0.6809
19, 937, 79, 1009, 144, 0.6639
19, 1286, 356, 1518, 540, 0.6585
19, 1177, 104, 1225, 163, 0.3968
19, 902, 96, 941, 141, 0.3342
20, 558, 94, 660, 170, 0.6863
20, 937, 79, 1009, 144, 0.6567
20, 1286, 357, 1518, 540, 0.6522
20, 1177, 104, 1225, 163, 0.3854
20, 902, 96, 941, 141, 0.3274
21, 558, 92, 660, 170, 0.6871
21, 937, 79, 1009, 144, 0.6716
21, 1286, 357, 1518, 540, 0.6632
21, 1177, 104, 1225, 163, 0.3775
21, 901, 96, 941, 141, 0.3313
22, 558, 91, 660, 170, 0.6966
22, 937, 79, 1008, 144, 0.6640
22, 1286, 356, 1518, 540, 0.6442
22, 1177, 104, 1225, 163, 0.3868
22, 900, 95, 941, 141, 0.3516
23, 558, 91, 660, 169, 0.6827
23, 936, 79, 1008, 143, 0.6562
23, 1285, 356, 1516, 539, 0.6461
23, 1177, 104, 1225, 163, 0.4023
23, 898, 94, 942, 141, 0.3745
24, 560, 92, 660, 169, 0.6776
24, 936, 79, 1009, 144, 0.6364
24, 1285, 355, 1516, 540, 0.5964
24, 1177, 104, 1225, 163, 0.4040
24, 900, 94, 941, 141, 0.3474
25, 560, 91, 660, 169, 0.6736
25, 936, 79, 1009, 144, 0.6332
25, 1285, 355, 1516, 540, 0.5939
25, 1177, 104, 1225, 163, 0.4049
25, 900, 94, 941, 141, 0.3466
26, 560, 90, 660, 169, 0.6666
26, 936, 79, 1009, 144, 0.6337
26, 1285, 355, 1516, 539, 0.5998
26, 1177, 104, 1225, 163, 0.4076
26, 900, 94, 941, 141, 0.3481
27, 560, 90, 660, 169, 0.6645
27, 936, 79, 1009, 144, 0.6367
27, 1285, 355, 1516, 540, 0.5910
27, 1177, 104, 1225, 163, 0.4077
27, 899, 94, 941, 141, 0.3570
28, 560, 90, 660, 169, 0.6728
28, 937, 79, 1009, 144, 0.6387
28, 1285, 355, 1516, 540, 0.5982
28, 1177, 104, 1226, 163, 0.4115
28, 899, 94, 941, 141, 0.3589
29, 560, 89, 660, 169, 0.6681
29, 937, 79, 1009, 144, 0.6383
29, 1284, 355, 1516, 539, 0.5965
29, 1178, 104, 1226, 163, 0.4068
29, 902, 96, 941, 141, 0.3384
30, 560, 92, 660, 169, 0.6696
30, 936, 80, 1009, 144, 0.6328
30, 1286, 356, 1518, 541, 0.5932
30, 1178, 104, 1225, 163, 0.4008
30, 903, 96, 941, 141, 0.3201
31, 560, 93, 660, 170, 0.6805
31, 937, 79, 1010, 144, 0.6467
31, 1286, 356, 1518, 541, 0.6455
31, 1178, 105, 1225, 164, 0.3744
31, 902, 97, 941, 141, 0.3285
32, 1286, 357, 1518, 541, 0.6750
32, 561, 90, 660, 170, 0.6614
32, 936, 80, 1009, 144, 0.6133
32, 1178, 105, 1224, 163, 0.3766
32, 900, 97, 940, 141, 0.3075
33, 1286, 357, 1518, 541, 0.6821
33, 561, 92, 660, 170, 0.6748
33, 936, 80, 1010, 144, 0.6232
33, 1178, 105, 1225, 164, 0.3852
33, 900, 97, 940, 141, 0.3116
34, 1286, 356, 1518, 541, 0.6983
34, 561, 93, 660, 169, 0.6485
34, 936, 80, 1010, 144, 0.6154
34, 1178, 105, 1225, 163, 0.3613
34, 898, 96, 940, 142, 0.3061
35, 1286, 356, 1518, 541, 0.6973
35, 561, 94, 660, 169, 0.6509
35, 936, 80, 1010, 144, 0.6255
35, 1178, 105, 1225, 163, 0.3628
35, 898, 96, 940, 142, 0.3180
36, 1286, 357, 1518, 541, 0.6764
36, 561, 96, 660, 169, 0.6278
36, 936, 80, 1010, 144, 0.6160
36, 1178, 105, 1225, 163, 0.3232
36, 903, 96, 941, 142, 0.2793
37, 1286, 357, 1518, 541, 0.6948
37, 562, 94, 660, 170, 0.6496
37, 936, 81, 1010, 144, 0.5742
37, 1178, 105, 1226, 163, 0.3175
37, 901, 96, 942, 142, 0.2987
38, 1286, 357, 1519, 542, 0.6700
38, 561, 94, 660, 170, 0.6273
38, 937, 82, 1010, 146, 0.5678
38, 1178, 105, 1225, 163, 0.2841
38, 901, 96, 940, 142, 0.2764
39, 1286, 357, 1519, 542, 0.6733
39, 561, 95, 660, 169, 0.6221
39, 936, 81, 1010, 144, 0.5638
39, 1178, 105, 1225, 163, 0.3027
39, 899, 96, 941, 142, 0.3012
40, 1286, 356, 1518, 541, 0.6723
40, 561, 94, 660, 169, 0.6215
40, 936, 80, 1009, 144, 0.6020
40, 895, 94, 941, 142, 0.3428
40, 1178, 105, 1225, 164, 0.3380
40, 879, 94, 936, 143, 0.2665
41, 1286, 357, 1518, 541, 0.6664
41, 561, 93, 660, 169, 0.6296
41, 936, 80, 1010, 144, 0.6222
41, 894, 95, 940, 142, 0.3662
41, 1178, 105, 1225, 163, 0.3291
41, 880, 94, 937, 142, 0.2923
42, 1286, 356, 1518, 541, 0.6608
42, 561, 94, 660, 169, 0.6492
42, 936, 80, 1009, 144, 0.6410
42, 896, 95, 940, 142, 0.3465
42, 1178, 104, 1225, 163, 0.3403
42, 880, 94, 936, 142, 0.2613
43, 561, 90, 660, 169, 0.6796
43, 936, 80, 1009, 143, 0.6668
43, 1285, 356, 1518, 541, 0.6169
43, 1178, 105, 1225, 163, 0.3787
43, 898, 96, 940, 142, 0.3088
44, 562, 94, 660, 169, 0.6619
44, 936, 80, 1009, 143, 0.6582
44, 1285, 355, 1517, 540, 0.6202
44, 1177, 104, 1225, 163, 0.3849
44, 894, 95, 940, 142, 0.3374
45, 562, 92, 660, 169, 0.6821
45, 936, 80, 1009, 143, 0.6361
45, 1285, 355, 1517, 540, 0.5767
45, 1177, 104, 1225, 163, 0.3756
45, 896, 94, 941, 141, 0.3547
46, 562, 91, 660, 169, 0.6839
46, 936, 79, 1009, 143, 0.6326
46, 1285, 355, 1516, 539, 0.6119
46, 1177, 104, 1226, 163, 0.3840
46, 899, 95, 942, 141, 0.3300
47, 561, 90, 660, 169, 0.6778
47, 937, 79, 1009, 143, 0.6345
47, 1285, 355, 1516, 539, 0.5974
47, 1177, 104, 1226, 163, 0.3848
47, 900, 95, 942, 141, 0.3305
48, 562, 93, 660, 169, 0.6784
48, 936, 80, 1009, 143, 0.6334
48, 1285, 355, 1516, 539, 0.6055
48, 1177, 102, 1228, 164, 0.3807
48, 899, 94, 941, 141, 0.3326
49, 562, 91, 660, 169, 0.6933
49, 936, 80, 1009, 143, 0.6342
49, 1285, 355, 1516, 540, 0.5987
49, 1177, 102, 1228, 164, 0.3743
49, 900, 94, 941, 141, 0.3367
50, 562, 91, 660, 169, 0.6905
50, 936, 80, 1009, 143, 0.6381
50, 1285, 355, 1516, 540, 0.6148
50, 1177, 102, 1228, 165, 0.3764
50, 900, 94, 941, 141, 0.3299
51, 562, 91, 660, 169, 0.6862
51, 936, 80, 1009, 143, 0.6445
51, 1285, 355, 1516, 540, 0.6085
51, 1177, 102, 1228, 165, 0.3750
51, 900, 94, 941, 141, 0.3309
52, 561, 92, 660, 169, 0.6623
52, 936, 80, 1009, 143, 0.6429
52, 1286, 355, 1517, 539, 0.5864
52, 1177, 102, 1228, 164, 0.3804
52, 899, 95, 941, 141, 0.3398
53, 562, 92, 660, 169, 0.6762
53, 936, 80, 1009, 143, 0.6186
53, 1286, 355, 1517, 539, 0.5701
53, 1177, 104, 1225, 164, 0.3746
53, 896, 95, 941, 141, 0.3398
54, 561, 90, 660, 169, 0.6819
54, 936, 80, 1009, 143, 0.6224
54, 1287, 356, 1518, 541, 0.5945
54, 1178, 104, 1225, 163, 0.3669
54, 896, 95, 941, 142, 0.3386
55, 561, 91, 660, 169, 0.6927
55, 1286, 356, 1518, 541, 0.6544
55, 937, 80, 1009, 143, 0.6420
55, 1178, 104, 1225, 164, 0.3540
55, 899, 95, 941, 142, 0.3323
56, 1286, 356, 1518, 541, 0.6960
56, 561, 93, 660, 170, 0.6931
56, 936, 81, 1009, 143, 0.6443
56, 1178, 105, 1226, 164, 0.3538
56, 897, 96, 940, 142, 0.3385
57, 1286, 357, 1519, 541, 0.7407
57, 561, 97, 660, 170, 0.6713
57, 936, 81, 1009, 144, 0.6311
57, 896, 96, 940, 142, 0.3282
57, 1177, 103, 1228, 165, 0.3209
58, 1286, 357, 1519, 541, 0.7334
58, 562, 97, 660, 170, 0.6518
58, 936, 81, 1009, 144, 0.6234
58, 898, 96, 940, 142, 0.3227
58, 1177, 103, 1228, 166, 0.3193
59, 1284, 357, 1517, 539, 0.7032
59, 562, 97, 660, 169, 0.6148
59, 936, 81, 1010, 144, 0.5812
59, 1178, 104, 1226, 164, 0.3663
59, 897, 96, 940, 142, 0.2995
59, 879, 96, 935, 143, 0.2930
60, 1285, 356, 1517, 539, 0.6868
60, 562, 96, 660, 169, 0.6044
60, 936, 80, 1010, 144, 0.5714
60, 893, 96, 940, 142, 0.3183
60, 1178, 104, 1225, 165, 0.3130
61, 1285, 356, 1517, 539, 0.6875
61, 561, 96, 661, 169, 0.6271
61, 936, 80, 1010, 144, 0.5626
61, 890, 95, 940, 142, 0.3401
61, 1178, 104, 1225, 165, 0.3315
62, 1285, 356, 1517, 539, 0.6785
62, 562, 95, 660, 169, 0.6433
62, 936, 79, 1010, 144, 0.5832
62, 1178, 104, 1225, 164, 0.3489
62, 878, 95, 936, 142, 0.3157
62, 892, 96, 940, 142, 0.2996
63, 1285, 356, 1517, 539, 0.6727
63, 562, 92, 660, 170, 0.6572
63, 936, 80, 1010, 144, 0.5687
63, 878, 95, 937, 142, 0.3467
63, 1178, 104, 1225, 164, 0.3427
64, 1285, 355, 1517, 539, 0.6765
64, 561, 94, 660, 170, 0.6664
64, 936, 80, 1009, 144, 0.5846
64, 891, 95, 940, 142, 0.3623
64, 1178, 104, 1225, 165, 0.3523
65, 561, 95, 660, 170, 0.6890
65, 1285, 356, 1517, 539, 0.6541
65, 935, 80, 1009, 143, 0.5605
65, 1178, 104, 1225, 165, 0.3605
65, 894, 95, 941, 141, 0.3443
65, 879, 94, 937, 142, 0.3220
66, 561, 96, 660, 169, 0.6620
66, 1285, 356, 1516, 539, 0.6345
66, 937, 79, 1009, 142, 0.5666
66, 1178, 104, 1225, 164, 0.3793
66, 899, 95, 941, 141, 0.3000
66, 878, 94, 935, 142, 0.2694
67, 561, 95, 660, 169, 0.6773
67, 1284, 356, 1516, 539, 0.6099
67, 936, 80, 1009, 146, 0.5759
67, 1178, 104, 1225, 164, 0.3642
67, 899, 95, 941, 141, 0.3104
67, 879, 94, 936, 142, 0.2819
68, 561, 97, 660, 169, 0.6514
68, 1284, 356, 1516, 539, 0.6388
68, 936, 79, 1009, 143, 0.5938
68, 1178, 104, 1224, 164, 0.3568
68, 899, 95, 942, 141, 0.3347
68, 878, 94, 935, 142, 0.2983
69, 561, 97, 660, 169, 0.6468
69, 1284, 356, 1516, 539, 0.6203
69, 936, 79, 1009, 143, 0.5882
69, 1178, 104, 1224, 164, 0.3536
69, 899, 95, 942, 141, 0.3358
69, 879, 94, 935, 142, 0.3057
70, 561, 96, 660, 169, 0.6657
70, 1284, 356, 1516, 539, 0.6377
70, 936, 80, 1010, 146, 0.5867
70, 1178, 105, 1224, 164, 0.3611
70, 902, 95, 943, 141, 0.3272
70, 879, 94, 932, 142, 0.2828
71, 561, 98, 660, 169, 0.6403
71, 936, 79, 1009, 142, 0.5982
71, 1284, 355, 1516, 539, 0.5967
71, 1178, 104, 1224, 164, 0.3835
71, 897, 94, 943, 141, 0.3543
71, 879, 93, 938, 142, 0.3440
72, 562, 99, 660, 169, 0.6912
72, 936, 79, 1009, 142, 0.6273
72, 1285, 355, 1516, 539, 0.5793
72, 1178, 104, 1224, 165, 0.3771
72, 899, 95, 942, 141, 0.3679
72, 879, 93, 938, 142, 0.2958
73, 562, 101, 661, 170, 0.6705
73, 936, 79, 1009, 143, 0.6409
73, 1285, 355, 1516, 539, 0.6222
73, 1178, 104, 1224, 165, 0.3692
73, 903, 95, 942, 141, 0.3284
74, 562, 100, 661, 170, 0.6468
74, 936, 79, 1009, 143, 0.6328
74, 1285, 355, 1516, 540, 0.5842
74, 1178, 104, 1224, 165, 0.3704
74, 902, 95, 941, 141, 0.3162
75, 562, 100, 661, 170, 0.6487
75, 936, 80, 1009, 143, 0.6282
75, 1285, 355, 1516, 539, 0.5624
75, 1178, 104, 1224, 165, 0.3664
75, 901, 95, 941, 141, 0.3210
76, 562, 100, 660, 170, 0.6588
76, 936, 80, 1009, 143, 0.6287
76, 1285, 355, 1516, 539, 0.6015
76, 1178, 104, 1224, 165, 0.3759
76, 898, 95, 941, 141, 0.3348
76, 879, 94, 936, 142, 0.2564
77, 562, 98, 660, 170, 0.6656
77, 1284, 355, 1516, 539, 0.6204
77, 936, 80, 1009, 143, 0.6181
77, 1178, 104, 1224, 165, 0.3692
77, 899, 95, 941, 141, 0.3322
77, 879, 94, 936, 142, 0.2614
78, 562, 98, 660, 170, 0.6506
78, 936, 79, 1009, 142, 0.6289
78, 1285, 356, 1516, 539, 0.6200
78, 1178, 104, 1224, 165, 0.3765
78, 899, 95, 941, 141, 0.3177
78, 879, 94, 936, 142, 0.2654
79, 562, 98, 660, 170, 0.6501
79, 936, 80, 1009, 143, 0.6385
79, 1285, 356, 1516, 539, 0.6091
79, 1178, 104, 1224, 164, 0.3654
79, 896, 95, 940, 141, 0.3415
79, 879, 94, 937, 142, 0.2885
80, 562, 100, 660, 170, 0.6452
80, 936, 80, 1009, 143, 0.6423
80, 1285, 356, 1516, 540, 0.5934
80, 1178, 103, 1224, 164, 0.3651
80, 895, 95, 940, 142, 0.3469
80, 878, 94, 937, 142, 0.2895
81, 562, 99, 660, 170, 0.6476
81, 936, 80, 1009, 143, 0.6393
81, 1285, 356, 1516, 539, 0.5990
81, 1178, 103, 1224, 164, 0.3674
81, 892, 95, 940, 142, 0.3570
82, 562, 100, 660, 170, 0.6454
82, 936, 80, 1009, 143, 0.6417
82, 1284, 356, 1516, 539, 0.6020
82, 1178, 103, 1224, 164, 0.3602
82, 892, 95, 939, 141, 0.3482
83, 562, 100, 660, 170, 0.6308
83, 936, 80, 1009, 142, 0.6252
83, 1285, 356, 1517, 539, 0.6059
83, 1178, 104, 1224, 164, 0.3627
83, 891, 95, 940, 141, 0.3431
84, 563, 97, 660, 170, 0.6464
84, 1285, 355, 1517, 539, 0.6259
84, 935, 80, 1009, 142, 0.6250
84, 1178, 104, 1224, 164, 0.3836
84, 898, 96, 939, 141, 0.3103
84, 878, 95, 936, 142, 0.2636
85, 563, 98, 660, 170, 0.6503
85, 935, 80, 1009, 142, 0.6239
85, 1285, 355, 1517, 539, 0.6212
85, 1178, 104, 1224, 164, 0.3747
85, 898, 96, 939, 141, 0.3146
85, 878, 95, 936, 142, 0.2654
86, 563, 101, 660, 170, 0.6257
86, 936, 80, 1009, 142, 0.6248
86, 1284, 355, 1517, 539, 0.6223
86, 1178, 104, 1224, 164, 0.3808
86, 901, 96, 939, 141, 0.3055
87, 562, 93, 660, 170, 0.6887
87, 936, 80, 1009, 142, 0.6344
87, 1285, 355, 1516, 539, 0.6174
87, 1178, 104, 1224, 164, 0.3780
87, 901, 96, 940, 141, 0.3086
88, 562, 91, 660, 169, 0.6715
88, 935, 80, 1008, 142, 0.6398
88, 1284, 355, 1516, 539, 0.6089
88, 1178, 104, 1224, 164, 0.3707
88, 895, 94, 940, 141, 0.3419
88, 879, 93, 937, 142, 0.3203
89, 561, 94, 660, 169, 0.6354
89, 935, 80, 1009, 142, 0.6217
89, 1284, 355, 1516, 539, 0.6015
89, 1178, 103, 1224, 164, 0.3578
89, 898, 94, 941, 141, 0.3306
89, 879, 93, 937, 142, 0.3219
90, 935, 80, 1008, 142, 0.6281
90, 1284, 355, 1516, 539, 0.5644
90, 562, 100, 660, 169, 0.5602
90, 1178, 103, 1224, 164, 0.3503
90, 897, 94, 941, 141, 0.3317
90, 879, 93, 937, 142, 0.3212
90, 578, 39, 670, 91, 0.3032
91, 562, 90, 661, 169, 0.6350
91, 934, 80, 1008, 143, 0.6018
91, 1284, 355, 1516, 539, 0.5551
91, 1178, 103, 1224, 164, 0.3508
91, 899, 94, 941, 141, 0.3355
91, 598, 45, 688, 85, 0.3113
91, 879, 93, 937, 142, 0.3060
92, 561, 97, 661, 170, 0.6126
92, 935, 80, 1008, 143, 0.5928
92, 1284, 355, 1516, 539, 0.5795
92, 1178, 103, 1224, 164, 0.3635
92, 900, 94, 941, 141, 0.3512
92, 879, 93, 937, 142, 0.3233
92, 621, 49, 690, 83, 0.3013
93, 561, 99, 661, 170, 0.6487
93, 1284, 355, 1516, 539, 0.5851
93, 932, 80, 1010, 144, 0.5337
93, 1177, 103, 1225, 164, 0.3579
93, 879, 93, 938, 142, 0.3558
93, 899, 94, 942, 141, 0.3543
93, 639, 44, 730, 85, 0.3304
93, 638, 45, 687, 82, 0.2764
93, 700, 55, 731, 84, 0.2579
94, 561, 98, 661, 170, 0.6690
94, 1284, 355, 1516, 539, 0.6005
94, 935, 79, 1009, 143, 0.5674
94, 703, 53, 752, 86, 0.3987
94, 1177, 103, 1225, 164, 0.3593
94, 904, 95, 941, 141, 0.3228
94, 878, 94, 934, 142, 0.2998
95, 562, 94, 660, 170, 0.6902
95, 1284, 354, 1516, 539, 0.6092
95, 935, 78, 1008, 144, 0.5161
95, 704, 55, 761, 87, 0.4262
95, 1177, 103, 1225, 164, 0.3516
95, 905, 95, 942, 141, 0.3249
95, 879, 94, 933, 142, 0.2915
96, 562, 94, 661, 169, 0.6943
96, 1284, 355, 1516, 539, 0.5783
96, 933, 79, 1008, 144, 0.5620
96, 700, 49, 784, 89, 0.5611
96, 1177, 100, 1227, 165, 0.3833
96, 880, 92, 938, 142, 0.3455
96, 897, 92, 943, 141, 0.3436
97, 562, 96, 660, 169, 0.6883
97, 934, 79, 1008, 143, 0.6227
97, 1284, 355, 1516, 539, 0.5704
97, 721, 50, 808, 89, 0.4649
97, 1177, 103, 1225, 164, 0.3790
97, 879, 91, 937, 142, 0.3777
98, 563, 98, 661, 169, 0.6492
98, 933, 81, 1008, 144, 0.6414
98, 1284, 355, 1516, 540, 0.5560
98, 739, 51, 827, 92, 0.4412
98, 1177, 103, 1225, 164, 0.3789
99, 562, 95, 660, 169, 0.6842
99, 934, 80, 1010, 144, 0.6705
99, 1284, 355, 1516, 539, 0.6158
99, 1177, 104, 1225, 165, 0.3981
99, 757, 51, 848, 93, 0.2873
100, 563, 96, 660, 169, 0.6448
100, 935, 80, 1010, 144, 0.6435
100, 1284, 355, 1516, 539, 0.6110
100, 1177, 104, 1225, 164, 0.4044
100, 779, 53, 855, 92, 0.2559
101, 563, 101, 659, 169, 0.6728
101, 1285, 357, 1516, 539, 0.6642
101, 935, 81, 1009, 143, 0.5923
101, 1177, 103, 1227, 163, 0.3784
102, 562, 100, 660, 169, 0.7276
102, 1285, 356, 1516, 539, 0.6687
102, 936, 80, 1009, 144, 0.5992
102, 1178, 104, 1226, 164, 0.3711
102, 888, 91, 944, 142, 0.3272
103, 563, 99, 660, 169, 0.6772
103, 1285, 356, 1516, 538, 0.6736
103, 936, 80, 1009, 143, 0.5954
103, 1178, 104, 1226, 164, 0.3687
103, 830, 51, 928, 118, 0.3030
104, 563, 95, 660, 170, 0.6929
104, 1285, 356, 1515, 538, 0.6595
104, 934, 83, 1009, 146, 0.5994
104, 1178, 104, 1226, 164, 0.3711
105, 562, 93, 660, 170, 0.6780
105, 1285, 356, 1515, 538, 0.6418
105, 935, 81, 1009, 144, 0.5959
105, 1178, 105, 1226, 164, 0.3746
105, 774, 46, 866, 94, 0.3375
105, 674, 54, 730, 84, 0.3230
105, 641, 48, 723, 81, 0.3118
106, 562, 92, 660, 170, 0.7028
106, 935, 81, 1009, 144, 0.6698
106, 1285, 356, 1515, 539, 0.6650
106, 660, 49, 745, 85, 0.3894
106, 1178, 105, 1226, 164, 0.3689
106, 677, 54, 748, 87, 0.3500
106, 756, 47, 846, 91, 0.2882
106, 876, 96, 935, 143, 0.2769
107, 562, 90, 660, 169, 0.6929
107, 936, 82, 1009, 145, 0.6429
107, 1286, 356, 1515, 539, 0.6426
107, 878, 94, 937, 143, 0.4957
107, 1178, 104, 1226, 164, 0.3758
107, 677, 55, 757, 87, 0.3469
107, 768, 47, 827, 90, 0.2713
108, 936, 82, 1009, 145, 0.6874
108, 1286, 357, 1516, 539, 0.6749
108, 563, 94, 660, 169, 0.6468
108, 878, 93, 939, 143, 0.4971
108, 1178, 105, 1226, 164, 0.3620
108, 704, 49, 802, 88, 0.3317
109, 1285, 357, 1516, 539, 0.6675
109, 937, 81, 1009, 145, 0.6410
109, 562, 96, 659, 169, 0.6354
109, 878, 93, 939, 143, 0.4682
109, 1178, 105, 1226, 164, 0.3805
109, 719, 48, 811, 90, 0.3748
109, 708, 47, 792, 88, 0.2797
110, 936, 82, 1009, 144, 0.6953
110, 1285, 357, 1516, 539, 0.6740
110, 562, 94, 659, 169, 0.6305
110, 878, 93, 939, 143, 0.4293
110, 1178, 104, 1226, 164, 0.3837
110, 704, 49, 765, 86, 0.3415
110, 763, 55, 825, 92, 0.2917
111, 1285, 357, 1516, 539, 0.6723
111, 936, 81, 1009, 144, 0.6547
111, 562, 96, 659, 169, 0.6131
111, 891, 93, 941, 142, 0.4038
111, 1178, 104, 1226, 164, 0.3791
111, 758, 58, 806, 89, 0.3145
111, 670, 44, 752, 84, 0.3009
112, 1285, 357, 1516, 539, 0.6686
112, 936, 81, 1010, 144, 0.6179
112, 562, 97, 659, 169, 0.6160
112, 893, 93, 941, 142, 0.3849
112, 1178, 104, 1226, 164, 0.3790
112, 877, 94, 938, 143, 0.3361
112, 657, 43, 731, 81, 0.3042
113, 1286, 356, 1516, 539, 0.6679
113, 561, 89, 660, 169, 0.6546
113, 937, 80, 1009, 144, 0.6155
113, 888, 92, 943, 142, 0.3863
113, 1178, 104, 1226, 164, 0.3861
113, 802, 55, 868, 90, 0.3067
113, 646, 39, 710, 80, 0.2919
114, 1286, 356, 1516, 539, 0.6304
114, 563, 93, 660, 169, 0.5981
114, 936, 80, 1009, 144, 0.5937
114, 623, 37, 690, 72, 0.4360
114, 1178, 105, 1225, 163, 0.3882
114, 617, 35, 698, 80, 0.3293
115, 1285, 356, 1516, 539, 0.6602
115, 563, 92, 660, 168, 0.5986
115, 935, 82, 1009, 145, 0.5788
115, 1178, 104, 1225, 163, 0.3929
115, 592, 35, 675, 80, 0.2554
116, 1285, 356, 1516, 539, 0.6757
116, 934, 82, 1009, 144, 0.6285
116, 563, 96, 660, 168, 0.5753
116, 1178, 104, 1225, 163, 0.4067
116, 575, 36, 656, 76, 0.3764
117, 1285, 356, 1516, 539, 0.6595
117, 934, 81, 1009, 144, 0.6269
117, 562, 91, 661, 167, 0.5685
117, 1178, 104, 1225, 163, 0.4039
117, 573, 36, 634, 72, 0.3130
118, 1285, 356, 1516, 539, 0.6571
118, 563, 96, 660, 169, 0.6467
118, 936, 81, 1010, 145, 0.5394
118, 1178, 104, 1225, 163, 0.3952
118, 878, 92, 937, 142, 0.3460
118, 564, 34, 617, 67, 0.2601
119, 1285, 356, 1516, 539, 0.6510
119, 562, 95, 660, 169, 0.6249
119, 934, 81, 1010, 144, 0.4961
119, 890, 92, 943, 142, 0.4306
119, 1178, 104, 1225, 163, 0.3964
120, 1285, 356, 1516, 539, 0.6700
120, 561, 93, 660, 169, 0.5660
120, 934, 81, 1010, 144, 0.4899
120, 1178, 104, 1225, 163, 0.4056
120, 892, 92, 942, 142, 0.3963
121, 1285, 356, 1516, 539, 0.6656
121, 936, 81, 1008, 145, 0.6352
121, 562, 90, 660, 169, 0.6131
121, 1178, 104, 1225, 164, 0.4081
